# sent_id = 2011Tekhnologii.xml_15

# text = В результате мы стремительно бежим вперед, разбрасывая по дороге очень ценные и нужные вещи.

22	разговоре	-	NOUN
23	.	-	PUNCT


# sent_id = 2011Tekhnologii.xml_34

# text = Не говоря уже о том, что такой телефон, в отличие от мобильного, не теряется и не сверлит излучением мозги.

1	Не	-	PART
2	говоря	-	VERB
3	уже	-	ADV
4	о	-	ADP
5	том	-	PRON
6	,	-	PUNCT
7	что	-	SCONJ
8	такой	-	DET
9	телефон	-	NOUN
10	,	-	PUNCT
11	в	-	ADP
12	отличие	-	NOUN
13	от	-	ADP
14	мобильного	-	ADJ
15	,	-	PUNCT
16	не	-	PART
17	теряется	-	VERB
18	и	-	CCONJ
19	не	-	PART
20	сверлит	-	VERB
21	излучением	-	NOUN
22	мозги	-	NOUN
23	.	-	PUNCT


# sent_id = 2011Tekhnologii.xml_35

# text = Ну, и, наконец, стационарный телефон - это элемент организации жизненного пространства.

1	Ну	-	PART
2	,	-	PUNCT
3	и	-	CCONJ
4	,	-	PUNCT
5	наконец	-	ADV
6	,	-	PUNCT
7	стационарный	-	ADJ
8	телефон	-	NOUN
9	-	-	NOUN
10	это	-	DET
11	элемент	-	NOUN
12	организации	-	NOUN
13	жизненного	-	ADJ
14	пространства	-	NOUN
15	.	-	PUNCT


# sent_id = 2011Tekhnologii.xml_36

# text = Там, где он живет, всегда уютно, это место с годами обрастает каким-то особым флером, становится семейной ценностью.

1	Там	-	ADV
2	,	-	PUNCT
3	где	-	ADV
4	он	-	PRON
5	живет	-	VERB
6	,	-	PUNCT
7	всегда	-	ADV
8	уютно	-	ADJ
9	,	-	PUNCT
10	это	-	DET
11	место	-	NOUN
12	с	-	ADP
13	годами	-	NOUN
14	обрастает	-	VERB
15	каким-то	-	DET
16	особым	-	ADJ
17	флером	-	NOUN
18	,	-	PUNCT
19	становится	-	VERB
20	семейной	-	ADJ
21	ценностью	-	NOUN
22	.	-	PUNCT


# sent_id = 2011Tekhnologii.xml_37

# text = Или вот радиоточка.

1	Или	-	CCONJ
2	вот	-	PART
3	радиоточка	-	NOUN
4	.	-	PUNCT


# sent_id = 2011Tekhnologii.xml_38

# text = Ее, в отличие от вышеперечисленного, совсем не жалко, за исключением одного - утренней гимнастики.

1	Ее	-	PRON
2	,	-	PUNCT
3	в	-	ADP
4	отличие	-	NOUN
5	от	-	ADP
6	вышеперечисленного	-	ADJ
7	,	-	PUNCT
8	совсем	-	ADV
9	не	-	PART
10	жалко	-	ADV
11	,	-	PUNCT
12	за	-	ADP
13	исключением	-	NOUN
14	одного	-	NUM
15	-	-	NOUN
16	утренней	-	ADJ
17	гимнастики	-	NOUN
18	.	-	PUNCT


# sent_id = 2011Tekhnologii.xml_39

# text = Как она организовывала время!

1	Как	-	ADV
2	она	-	PRON
3	организовывала	-	VERB
4	время	-	NOUN
5	!	-	PUNCT


# sent_id = 2011Tekhnologii.xml_40

# text = Как с утра настраивала на позитивный лад!

1	Как	-	ADV
2	с	-	ADP
3	утра	-	NOUN
4	настраивала	-	VERB
5	на	-	ADP
6	позитивный	-	ADJ
7	лад	-	NOUN
8	!	-	PUNCT


# sent_id = 2011Tekhnologii.xml_41

# text = А какое колдовское воздействие имела фраза "переходим к водным процедурам"!

1	А	-	CCONJ
2	какое	-	DET
3	колдовское	-	ADJ
4	воздействие	-	NOUN
5	имела	-	VERB
6	фраза	-	NOUN
7	"	-	PUNCT
8	переходим	-	VERB
9	к	-	ADP
10	водным	-	ADJ
11	процедурам	-	NOUN
12	"	-	PUNCT
13	!	-	PUNCT


# sent_id = 2011Tekhnologii.xml_42

# text = Мне тут подсказывают, что в диапазоне FM и сегодня есть нечто подобное.

1	Мне	-	PRON
2	тут	-	ADV
3	подсказывают	-	VERB
4	,	-	PUNCT
5	что	-	SCONJ
6	в	-	ADP
7	диапазоне	-	NOUN
8	FM	-	PROPN
9	и	-	CCONJ
10	сегодня	-	ADV
11	есть	-	VERB
12	нечто	-	PRON
13	подобное	-	ADJ
14	.	-	PUNCT


# sent_id = 2011Tekhnologii.xml_43

# text = Но это не то.

1	Но	-	CCONJ
2	это	-	DET
3	не	-	PART
4	то	-	SCONJ
5	.	-	PUNCT


# sent_id = 2011Tekhnologii.xml_44

# text = Когда выбор радиостанций слишком велик, традиции взаимодействия с радиоприемником не клеятся, не налаживаются.

1	Когда	-	SCONJ
2	выбор	-	NOUN
3	радиостанций	-	NOUN
4	слишком	-	ADV
5	велик	-	ADJ
6	,	-	PUNCT
7	традиции	-	NOUN
8	взаимодействия	-	NOUN
9	с	-	ADP
10	радиоприемником	-	NOUN
11	не	-	PART
12	клеятся	-	VERB
13	,	-	PUNCT
14	не	-	PART
15	налаживаются	-	VERB
16	.	-	PUNCT


# sent_id = 2011Tekhnologii.xml_45

# text = Я уже не говорю о преимуществе авосек перед целлофановыми пакетами, высоких потолков перед низкими, об особом очаровании собственноручного печатания фотографий - по ночам, в ванной комнате, при красном свете.

1	Я	-	PRON
2	уже	-	ADV
3	не	-	PART
4	говорю	-	VERB
5	о	-	ADP
6	преимуществе	-	NOUN
7	авосек	-	NOUN
8	перед	-	ADP
9	целлофановыми	-	ADJ
10	пакетами	-	NOUN
11	,	-	PUNCT
11.1	_	-	_
12	высоких	-	ADJ
13	потолков	-	NOUN
14	перед	-	ADP
15	низкими	-	ADJ
16	,	-	PUNCT
17	об	-	ADP
18	особом	-	ADJ
19	очаровании	-	NOUN
20	собственноручного	-	ADJ
21	печатания	-	NOUN
22	фотографий	-	NOUN
23	-	-	NOUN
24	по	-	ADP
25	ночам	-	NOUN
26	,	-	PUNCT
27	в	-	ADP
28	ванной	-	NOUN
29	комнате	-	NOUN
30	,	-	PUNCT
31	при	-	ADP
32	красном	-	ADJ
33	свете	-	NOUN
34	.	-	PUNCT


# sent_id = 2011Tekhnologii.xml_46

# text = О медленных, но безумно приятных бумажных письмах.

1	О	-	ADP
2	медленных	-	ADJ
3	,	-	PUNCT
4	но	-	CCONJ
5	безумно	-	ADV
6	приятных	-	ADJ
7	бумажных	-	ADJ
8	письмах	-	NOUN
9	.	-	PUNCT


# sent_id = 2011Tekhnologii.xml_47

# text = О печатной машинке, которая, в отличие от всепрощающего компьютера, приучает к стройности мышления.

1	О	-	ADP
2	печатной	-	ADJ
3	машинке	-	NOUN
4	,	-	PUNCT
5	которая	-	PRON
6	,	-	PUNCT
7	в	-	ADP
8	отличие	-	NOUN
9	от	-	ADP
10	всепрощающего	-	ADJ
11	компьютера	-	NOUN
12	,	-	PUNCT
13	приучает	-	VERB
14	к	-	ADP
15	стройности	-	NOUN
16	мышления	-	NOUN
17	.	-	PUNCT


# sent_id = 2011Tekhnologii.xml_48

# text = А какую важную социальную роль играли автоматы с газировкой.

1	А	-	CCONJ
2	какую	-	DET
3	важную	-	ADJ
4	социальную	-	ADJ
5	роль	-	NOUN
6	играли	-	VERB
7	автоматы	-	NOUN
8	с	-	ADP
9	газировкой	-	NOUN
10	.	-	PUNCT


# sent_id = 2011Tekhnologii.xml_49

# text = Они спаивали советское общество воедино, морально цементировали его.

1	Они	-	PRON
2	спаивали	-	VERB
3	советское	-	ADJ
4	общество	-	NOUN
5	воедино	-	ADV
6	,	-	PUNCT
7	морально	-	ADV
8	цементировали	-	VERB
9	его	-	PRON
10	.	-	PUNCT


# sent_id = 2011Tekhnologii.xml_50

# text = Всего за 3 копейки с сиропом или за 1 без сиропа ты покупал чувство близости с ближним.

1	Всего	-	PART
2	за	-	ADP
3	3	-	NUM
4	копейки	-	NOUN
5	с	-	ADP
6	сиропом	-	NOUN
7	или	-	CCONJ
8	за	-	ADP
9	1	-	NUM
10	без	-	ADP
11	сиропа	-	NOUN
12	ты	-	PRON
13	покупал	-	VERB
14	чувство	-	NOUN
15	близости	-	NOUN
16	с	-	ADP
17	ближним	-	ADJ
18	.	-	PUNCT


# sent_id = 2011Tekhnologii.xml_51

# text = Эти автоматы были чем-то вроде инструмента советского причастия.

1	Эти	-	DET
2	автоматы	-	NOUN
3	были	-	AUX
4	чем-то	-	PRON
5	вроде	-	ADP
6	инструмента	-	NOUN
7	советского	-	ADJ
8	причастия	-	NOUN
9	.	-	PUNCT


# sent_id = 2011Tekhnologii.xml_52

# text = У каждого гражданина внутри была частичка другого гражданина - или хотя бы ощущение, что она там есть.

1	У	-	ADP
2	каждого	-	DET
3	гражданина	-	NOUN
4	внутри	-	ADV
5	была	-	AUX
6	частичка	-	NOUN
7	другого	-	ADJ
8	гражданина	-	NOUN
9	-	-	NOUN
10	или	-	CCONJ
11	хотя	-	SCONJ
12	бы	-	PART
13	ощущение	-	NOUN
14	,	-	PUNCT
15	что	-	SCONJ
16	она	-	PRON
17	там	-	ADV
18	есть	-	VERB
19	.	-	PUNCT


# sent_id = 2011Tekhnologii.xml_53

# text = Плюс вера в доминирующую честность: ведь никто не воровал стаканы, только в конце 90-х их стали менять на пивные кружки с ручкой, за которую можно было их пристегнуть.

1	Плюс	-	ADP
2	вера	-	NOUN
3	в	-	ADP
4	доминирующую	-	VERB
5	честность	-	NOUN
6	:	-	PUNCT
7	ведь	-	PART
8	никто	-	PRON
9	не	-	PART
10	воровал	-	VERB
11	стаканы	-	NOUN
12	,	-	PUNCT
13	только	-	PART
14	в	-	ADP
15	конце	-	NOUN
16	90-х	-	ADJ
17	их	-	PRON
18	стали	-	VERB
19	менять	-	VERB
20	на	-	ADP
21	пивные	-	ADJ
22	кружки	-	NOUN
23	с	-	ADP
24	ручкой	-	NOUN
25	,	-	PUNCT
26	за	-	ADP
27	которую	-	PRON
28	можно	-	ADV
29	было	-	AUX
30	их	-	PRON
31	пристегнуть	-	VERB
32	.	-	PUNCT


# sent_id = 2011Tekhnologii.xml_54

# text = Что?

1	Что	-	PRON
2	?	-	PUNCT


# sent_id = 2011Tekhnologii.xml_55

# text = Антисанитария?

1	Антисанитария	-	NOUN
2	?	-	PUNCT


# sent_id = 2011Tekhnologii.xml_56

# text = Ну, не знаю.

1	Ну	-	PART
2	,	-	PUNCT
3	не	-	PART
4	знаю	-	VERB
5	.	-	PUNCT


# sent_id = 2011Tekhnologii.xml_57

# text = Едва ли в те времена эпидемий и отравлений было больше, чем в сегодняшнем царстве бездушной пластиковой посуды.

1	Едва	-	SCONJ
2	ли	-	PART
3	в	-	ADP
4	те	-	DET
5	времена	-	NOUN
6	эпидемий	-	NOUN
7	и	-	CCONJ
8	отравлений	-	NOUN
9	было	-	AUX
10	больше	-	ADV
11	,	-	PUNCT
12	чем	-	SCONJ
13	в	-	ADP
14	сегодняшнем	-	ADJ
15	царстве	-	NOUN
16	бездушной	-	ADJ
17	пластиковой	-	ADJ
18	посуды	-	NOUN
19	.	-	PUNCT


# sent_id = 2011Tekhnologii.xml_58

# text = Во всяком случае, мой личный желудок в восьмидесятых расстраивался гораздо реже, чем в девяностых и нулевых.

1	Во	-	ADP
2	всяком	-	DET
3	случае	-	NOUN
4	,	-	PUNCT
5	мой	-	DET
6	личный	-	ADJ
7	желудок	-	NOUN
8	в	-	ADP
9	восьмидесятых	-	ADJ
10	расстраивался	-	VERB
11	гораздо	-	ADV
12	реже	-	ADV
13	,	-	PUNCT
14	чем	-	SCONJ
15	в	-	ADP
16	девяностых	-	ADJ
17	и	-	CCONJ
18	нулевых	-	ADJ
19	.	-	PUNCT


# sent_id = 2011Tekhnologii.xml_59

# text = Так что же, если не иллюзия, заставляет нас постоянно бросать одни полезные вещи ради других, еще не проверенных временем?

1	Так	-	PART
2	что	-	SCONJ
3	же	-	PART
4	,	-	PUNCT
5	если	-	SCONJ
6	не	-	PART
7	иллюзия	-	NOUN
8	,	-	PUNCT
9	заставляет	-	VERB
10	нас	-	PRON
11	постоянно	-	ADV
12	бросать	-	VERB
13	одни	-	DET
14	полезные	-	ADJ
15	вещи	-	NOUN
16	ради	-	ADP
17	других	-	ADJ
18	,	-	PUNCT
19	еще	-	ADV
20	не	-	PART
21	проверенных	-	VERB
22	временем	-	NOUN
23	?	-	PUNCT


# sent_id = 2011Tekhnologii.xml_60

# text = Стремление не упустить конкурентные преимущества?

1	Стремление	-	NOUN
2	не	-	PART
3	упустить	-	VERB
4	конкурентные	-	ADJ
5	преимущества	-	NOUN
6	?	-	PUNCT


# sent_id = 2011Tekhnologii.xml_61

# text = Я тоже так думал, пока не узнал, что, к примеру, весьма успешный основатель и владелец сети магазинов "Экспедиция" Александр Кравцов не пользуется компьютером.

1	Я	-	PRON
2	тоже	-	PART
3	так	-	ADV
4	думал	-	VERB
5	,	-	PUNCT
6	пока	-	SCONJ
7	не	-	PART
8	узнал	-	VERB
9	,	-	PUNCT
10	что	-	SCONJ
11	,	-	PUNCT
12	к	-	ADP
13	примеру	-	NOUN
14	,	-	PUNCT
15	весьма	-	ADV
16	успешный	-	ADJ
17	основатель	-	NOUN
18	и	-	CCONJ
19	владелец	-	NOUN
20	сети	-	NOUN
21	магазинов	-	NOUN
22	"	-	PUNCT
23	Экспедиция	-	NOUN
24	"	-	PUNCT
25	Александр	-	PROPN
26	Кравцов	-	PROPN
27	не	-	PART
28	пользуется	-	VERB
29	компьютером	-	NOUN
30	.	-	PUNCT


# sent_id = 2011Tekhnologii.xml_62

# text = Вообще.

1	Вообще	-	ADV
2	.	-	PUNCT


# sent_id = 2011Tekhnologii.xml_63

# text = И даже ежедневником.

1	И	-	CCONJ
2	даже	-	PART
3	ежедневником	-	NOUN
4	.	-	PUNCT


# sent_id = 2011Tekhnologii.xml_64

# text = Все, что ему нужно, он записывает на бумажных листах формата А4 и, как только исполняет записанное, тут же их выбрасывает.

1	Все	-	PRON
2	,	-	PUNCT
3	что	-	SCONJ
4	ему	-	PRON
5	нужно	-	ADJ
6	,	-	PUNCT
7	он	-	PRON
8	записывает	-	VERB
9	на	-	ADP
10	бумажных	-	ADJ
11	листах	-	NOUN
12	формата	-	NOUN
13	А4	-	PROPN
14	и	-	CCONJ
15	,	-	PUNCT
16	как	-	SCONJ
17	только	-	PART
18	исполняет	-	VERB
19	записанное	-	VERB
20	,	-	PUNCT
21	тут	-	ADV
22	же	-	PART
23	их	-	PRON
24	выбрасывает	-	VERB
25	.	-	PUNCT


# sent_id = 2011Tekhnologii.xml_65

# text = А когда моя изумленная коллега по "Русскому репортеру" Ольга Тимофеева спросила у него: "Как же вы руководите?!" - он открыл ей страшную тайну: "Большая часть эффективных первых лиц, которых я знаю, предпочитает не пользоваться компьютером.

1	А	-	CCONJ
2	когда	-	SCONJ
3	моя	-	DET
4	изумленная	-	ADJ
5	коллега	-	NOUN
6	по	-	ADP
7	"	-	PUNCT
8	Русскому	-	ADJ
9	репортеру	-	NOUN
10	"	-	PUNCT
11	Ольга	-	PROPN
12	Тимофеева	-	PROPN
13	спросила	-	VERB
14	у	-	ADP
15	него	-	PRON
16	:	-	PUNCT
17	"	-	PUNCT
18	Как	-	ADV
19	же	-	PART
20	вы	-	PRON
21	руководите	-	VERB
22	?	-	PUNCT
23	!	-	PUNCT
24	"	-	PUNCT
25	-	-	NOUN
26	он	-	PRON
27	открыл	-	VERB
28	ей	-	PRON
29	страшную	-	ADJ
30	тайну	-	NOUN
31	:	-	PUNCT
32	"	-	PUNCT
33	Большая	-	ADJ
34	часть	-	NOUN
35	эффективных	-	ADJ
36	первых	-	ADJ
37	лиц	-	NOUN
38	,	-	PUNCT
39	которых	-	PRON
40	я	-	PRON
41	знаю	-	VERB
42	,	-	PUNCT
43	предпочитает	-	VERB
44	не	-	PART
45	пользоваться	-	VERB
46	компьютером	-	NOUN
47	.	-	PUNCT


# sent_id = 2011Tekhnologii.xml_66

# text = Сто лет назад у серьезных предпринимателей все дела были в большем порядке, чем у пользователей ПК.

1	Сто	-	NUM
2	лет	-	NOUN
3	назад	-	ADV
4	у	-	ADP
5	серьезных	-	ADJ
6	предпринимателей	-	NOUN
7	все	-	PRON
8	дела	-	NOUN
9	были	-	AUX
10	в	-	ADP
11	большем	-	ADJ
12	порядке	-	NOUN
13	,	-	PUNCT
14	чем	-	SCONJ
15	у	-	ADP
16	пользователей	-	NOUN
17	ПК	-	PROPN
18	.	-	PUNCT


# sent_id = 2011Tekhnologii.xml_67

# text = Я не враг прогресса.

1	Я	-	PRON
2	не	-	PART
3	враг	-	NOUN
4	прогресса	-	NOUN
5	.	-	PUNCT


# sent_id = 2011Tekhnologii.xml_68

# text = Мешает не компьютер, мешает избыточность плохо переработанной информации.

1	Мешает	-	VERB
2	не	-	PART
3	компьютер	-	NOUN
4	,	-	PUNCT
5	мешает	-	VERB
6	избыточность	-	NOUN
7	плохо	-	ADV
8	переработанной	-	VERB
9	информации	-	NOUN
10	.	-	PUNCT


# sent_id = 2011Tekhnologii.xml_69

# text = Новейшие технологии как инструмент движения вперед - это миф, навязанный их разработчиками и производителями.

1	Новейшие	-	ADJ
2	технологии	-	NOUN
3	как	-	SCONJ
4	инструмент	-	NOUN
5	движения	-	NOUN
6	вперед	-	ADV
7	-	-	NOUN
8	это	-	DET
9	миф	-	NOUN
10	,	-	PUNCT
11	навязанный	-	VERB
12	их	-	PRON
13	разработчиками	-	NOUN
14	и	-	CCONJ
15	производителями	-	NOUN
16	.	-	PUNCT


# sent_id = 2011Tekhnologii.xml_70

# text = Более того, именно новейшие технологии часто становятся тормозом прогресса, если только понимать под ним не скорость осуществления процесса, а эффективность полученного результата.

1	Более	-	ADV
2	того	-	PRON
3	,	-	PUNCT
4	именно	-	PART
5	новейшие	-	ADJ
6	технологии	-	NOUN
7	часто	-	ADV
8	становятся	-	VERB
9	тормозом	-	NOUN
10	прогресса	-	NOUN
11	,	-	PUNCT
12	если	-	SCONJ
13	только	-	PART
14	понимать	-	VERB
15	под	-	ADP
16	ним	-	PRON
17	не	-	PART
18	скорость	-	NOUN
19	осуществления	-	NOUN
20	процесса	-	NOUN
21	,	-	PUNCT
22	а	-	CCONJ
23	эффективность	-	NOUN
24	полученного	-	VERB
25	результата	-	NOUN
26	.	-	PUNCT


# sent_id = 2011Tekhnologii.xml_71

# text = И люди бизнеса, которые вынуждены двигаться вперед по-настоящему, уже учатся разборчивости как в "новейшем", так и в "устаревшем".

1	И	-	CCONJ
2	люди	-	NOUN
3	бизнеса	-	NOUN
4	,	-	PUNCT
5	которые	-	PRON
6	вынуждены	-	ADJ
7	двигаться	-	VERB
